OID_;CID;RASTERVALU;OID_1;CID_1;RASTERVALU_1;OID_12;CID_12;RASTERVALU_12
;1;222;1489;1;2849;1489;1;321
;1;200;1490;1;2698;1490;1;321
;1;199;1491;1;3110;1491;1;332
;1;202;1492;1;2466;1492;1;332
;1;189;1493;1;2303;1493;1;332
;1;221;1494;1;3122;1494;1;321
;1;249;1495;1;1776;1495;1;333
;1;250;1496;1;1861;1496;1;243
;1;199;1497;1;3131;1497;1;333
;1;241;1498;1;2210;1498;1;321
;1;235;1499;1;2195;1499;1;333
;1;230;1500;1;2169;1500;1;332
;1;235;1501;1;2962;1501;1;321
;1;250;1502;1;1850;1502;1;211
;1;222;1503;1;2404;1503;1;321
;1;240;1504;1;1954;1504;1;333
;1;250;1505;1;1889;1505;1;243
;1;250;1506;1;1850;1506;1;242
;1;235;1507;1;2071;1507;1;333
;1;184;1508;1;2992;1508;1;332
;1;215;1509;1;3103;1509;1;333
;1;242;1510;1;2364;1510;1;321
;1;222;1511;1;2119;1511;1;324
;1;218;1512;1;3054;1512;1;332
;1;207;1513;1;2079;1513;1;332
;1;228;1514;1;2026;1514;1;333
;1;240;1515;1;1807;1515;1;333
;1;250;1516;1;1850;1516;1;411
;1;226;1517;1;2034;1517;1;333
;1;215;1518;1;3379;1518;1;332
;1;218;1519;1;2524;1519;1;333
;1;241;1520;1;2174;1520;1;332
;1;205;1521;1;2296;1521;1;321
;1;221;1522;1;2042;1522;1;333
;1;201;1523;1;3392;1523;1;332
;1;238;1524;1;2626;1524;1;321
;1;244;1525;1;2198;1525;1;333
;1;250;1526;1;1893;1526;1;212
;1;242;1527;1;2040;1527;1;321
;1;197;1528;1;3000;1528;1;332
;1;249;1529;1;1952;1529;1;212
;1;202;1530;1;3006;1530;1;332
;1;226;1531;1;2085;1531;1;333
;1;242;1532;1;2320;1532;1;333
;1;249;1533;1;2847;1533;1;333
;1;223;1534;1;2567;1534;1;332
;1;223;1535;1;2131;1535;1;321
;1;250;1536;1;1880;1536;1;212
;1;231;1537;1;1922;1537;1;333
;1;222;1538;1;2003;1538;1;333
;1;249;1539;1;1893;1539;1;242
;1;196;1540;1;3094;1540;1;333
;1;232;1541;1;2494;1541;1;321
;1;225;1542;1;2589;1542;1;333
;1;206;1543;1;2317;1543;1;333
;1;183;1544;1;2514;1544;1;333
;1;239;1545;1;2676;1545;1;333
;1;249;1546;1;1918;1546;1;212
;1;216;1547;1;1775;1547;1;324
;1;237;1548;1;3180;1548;1;332
;1;185;1549;1;2079;1549;1;332
;1;224;1550;1;2580;1550;1;321
;1;228;1551;1;2590;1551;1;321
;1;250;1552;1;1860;1552;1;243
;1;233;1553;1;2486;1553;1;333
;1;235;1554;1;2845;1554;1;333
;1;246;1555;1;2484;1555;1;321
;1;206;1556;1;2275;1556;1;321
;1;236;1557;1;2564;1557;1;333
;1;190;1558;1;2712;1558;1;333
;1;233;1559;1;2501;1559;1;321
;1;244;1560;1;2622;1560;1;321
;1;221;1561;1;2674;1561;1;332
;1;217;1562;1;2965;1562;1;333
;1;243;1563;1;1997;1563;1;333
;1;182;1564;1;3504;1564;1;332
;1;206;1565;1;2147;1565;1;333
;1;236;1566;1;2509;1566;1;333
;1;226;1567;1;2111;1567;1;321
;1;248;1568;1;2493;1568;1;321
;1;197;1569;1;3046;1569;1;332
;1;250;1570;1;1866;1570;1;243
;1;250;1571;1;1921;1571;1;212
;1;237;1572;1;2180;1572;1;321
;1;221;1573;1;2690;1573;1;333
;1;220;1574;1;1973;1574;1;332
;1;160;1575;1;3180;1575;1;332
;1;247;1576;1;1970;1576;1;321
;1;250;1577;1;1850;1577;1;212
;1;250;1578;1;1871;1578;1;243
;1;244;1579;1;1935;1579;1;333
;1;164;1580;1;2386;1580;1;332
;1;240;1581;1;2016;1581;1;333
;1;238;1582;1;2140;1582;1;321
;1;213;1583;1;2912;1583;1;321
;1;246;1584;1;2164;1584;1;333
;1;249;1585;1;1962;1585;1;333
;1;250;1586;1;1887;1586;1;212
;1;219;1587;1;2467;1587;1;333
;1;250;1588;1;1856;1588;1;212
;1;249;1589;1;2024;1589;1;231
;1;241;1590;1;2252;1590;1;321
;1;246;1591;1;2432;1591;1;321
;1;250;1592;1;1851;1592;1;243
;1;203;1593;1;2705;1593;1;333
;1;231;1594;1;2904;1594;1;333
;1;250;1595;1;1849;1595;1;212
;1;250;1596;1;1848;1596;1;411
;1;212;1597;1;2724;1597;1;321
;1;243;1598;1;3128;1598;1;333
;1;250;1599;1;1852;1599;1;411
;1;239;1600;1;2082;1600;1;321
;1;248;1601;1;2148;1601;1;333
;1;219;1602;1;2565;1602;1;321
;1;250;1603;1;1851;1603;1;212
;1;227;1604;1;2469;1604;1;333
;1;229;1605;1;2462;1605;1;332
;1;240;1606;1;2724;1606;1;333
;1;216;1607;1;2307;1607;1;333
;1;241;1608;1;1654;1608;1;311
;1;192;1609;1;2517;1609;1;332
;1;238;1610;1;2426;1610;1;333
;1;234;1611;1;2061;1611;1;321
;1;250;1612;1;1864;1612;1;411
;1;229;1613;1;2159;1613;1;321
;1;246;1614;1;2580;1614;1;333
;1;222;1615;1;2012;1615;1;332
;1;235;1616;1;2816;1616;1;333
;1;240;1617;1;2003;1617;1;243
;1;207;1618;1;2497;1618;1;332
;1;243;1619;1;1955;1619;1;333
;1;235;1620;1;3623;1620;1;332
;1;235;1621;1;2179;1621;1;333
;1;225;1622;1;1592;1622;1;324
;1;249;1623;1;1918;1623;1;212
;1;231;1624;1;2186;1624;1;333
;1;247;1625;1;2126;1625;1;332
;1;135;1626;1;3208;1626;1;332
;1;248;1627;1;2028;1627;1;333
;1;250;1628;1;1851;1628;1;211
;1;232;1629;1;2251;1629;1;333
;1;250;1630;1;1851;1630;1;411
;1;243;1631;1;2003;1631;1;243
;1;227;1632;1;2447;1632;1;321
;1;229;1633;1;2673;1633;1;333
;1;204;1634;1;2805;1634;1;332
;1;213;1635;1;2435;1635;1;333
;1;250;1636;1;1888;1636;1;212
;1;250;1637;1;1850;1637;1;411
;1;236;1638;1;1483;1638;1;324
;1;249;1639;1;1909;1639;1;212
;1;206;1640;1;2271;1640;1;332
;1;241;1641;1;2546;1641;1;332
;1;228;1642;1;2034;1642;1;333
;1;230;1643;1;1944;1643;1;333
;1;250;1644;1;2102;1644;1;243
;1;237;1645;1;2476;1645;1;321
;1;231;1646;1;2267;1646;1;333
;1;219;1647;1;2267;1647;1;332
;1;250;1648;1;1851;1648;1;212
;1;208;1649;1;2197;1649;1;321
;1;239;1650;1;2974;1650;1;333
;1;236;1651;1;2915;1651;1;333
;1;250;1652;1;1855;1652;1;333
;1;250;1653;1;1915;1653;1;212
;1;193;1654;1;2434;1654;1;333
;1;246;1655;1;2375;1655;1;333
;1;249;1656;1;2652;1656;1;321
;1;240;1657;1;2123;1657;1;333
;1;228;1658;1;2371;1658;1;321
;1;227;1659;1;2059;1659;1;321
;1;218;1660;1;2490;1660;1;333
;1;233;1661;1;2327;1661;1;333
;1;246;1662;1;2568;1662;1;333
;1;250;1663;1;1852;1663;1;212
;1;220;1664;1;1601;1664;1;324
;1;237;1665;1;2070;1665;1;321
;1;250;1666;1;1854;1666;1;242
;1;222;1667;1;2213;1667;1;333
;1;246;1668;1;2193;1668;1;333
;1;226;1669;1;2236;1669;1;321
;1;246;1670;1;1854;1670;1;333
;1;188;1671;1;2280;1671;1;332
;1;245;1672;1;2079;1672;1;333
;1;227;1673;1;2295;1673;1;321
;1;217;1674;1;1760;1674;1;324
;1;250;1675;1;1847;1675;1;212
;1;201;1676;1;2649;1676;1;333
;1;169;1677;1;3643;1677;1;332
;1;230;1678;1;2568;1678;1;321
;1;245;1679;1;2074;1679;1;333
;1;241;1680;1;2305;1680;1;333
;1;240;1681;1;1955;1681;1;321
;1;246;1682;1;2327;1682;1;333
;1;243;1683;1;2614;1683;1;321
;1;206;1684;1;1887;1684;1;321
;1;199;1685;1;2090;1685;1;333
;1;221;1686;1;2130;1686;1;333
;1;241;1687;1;2329;1687;1;321
;1;250;1688;1;1856;1688;1;411
;1;219;1689;1;3012;1689;1;332
;1;234;1690;1;2353;1690;1;321
;1;195;1691;1;2360;1691;1;333
;1;248;1692;1;2197;1692;1;333
;1;250;1693;1;1856;1693;1;212
;1;212;1694;1;2323;1694;1;332
;1;224;1695;1;3562;1695;1;332
;1;247;1696;1;2396;1696;1;333
;1;211;1697;1;2834;1697;1;332
;1;242;1698;1;2085;1698;1;321
;1;250;1699;1;1900;1699;1;321
;1;241;1700;1;2309;1700;1;333
;1;236;1701;1;2134;1701;1;333
;1;236;1702;1;2851;1702;1;321
;1;215;1703;1;1921;1703;1;333
;1;185;1704;1;3069;1704;1;332
;1;244;1705;1;2185;1705;1;321
;1;226;1706;1;2047;1706;1;333
;1;222;1707;1;2344;1707;1;333
;1;250;1708;1;1849;1708;1;411
;1;249;1709;1;2436;1709;1;332
;1;221;1710;1;1840;1710;1;324
;1;250;1711;1;1857;1711;1;212
;1;250;1712;1;1895;1712;1;212
;1;250;1713;1;1853;1713;1;212
;1;208;1714;1;3693;1714;1;332
;1;212;1715;1;2815;1715;1;321
;1;250;1716;1;1874;1716;1;243
;1;243;1717;1;2498;1717;1;333
;1;231;1718;1;2713;1718;1;333
;1;249;1719;1;2709;1719;1;321
;1;226;1720;1;2337;1720;1;333
;1;215;1721;1;1411;1721;1;321
;1;206;1722;1;2162;1722;1;333
;1;250;1723;1;1929;1723;1;212
;1;236;1724;1;2062;1724;1;333
;1;246;1725;1;2307;1725;1;243
;1;213;1726;1;3098;1726;1;333
;1;250;1727;1;1851;1727;1;231
;1;168;1728;1;3327;1728;1;332
;1;232;1729;1;2479;1729;1;333
;1;249;1730;1;2550;1730;1;333
;1;242;1731;1;2796;1731;1;321
;1;243;1732;1;3105;1732;1;333
;1;208;1733;1;2710;1733;1;321
;1;214;1734;1;2029;1734;1;333
;1;211;1735;1;1697;1735;1;324
;1;250;1736;1;1864;1736;1;243
;1;250;1737;1;1853;1737;1;411
;1;219;1738;1;2291;1738;1;332
;1;242;1739;1;2202;1739;1;321
;1;240;1740;1;2372;1740;1;333
;1;202;1741;1;3086;1741;1;333
;1;248;1742;1;2283;1742;1;333
;1;246;1743;1;2197;1743;1;333
;1;246;1744;1;3011;1744;1;332
;1;250;1745;1;1850;1745;1;411
;1;213;1746;1;2493;1746;1;321
;1;235;1747;1;2268;1747;1;321
;1;230;1748;1;2252;1748;1;321
;1;229;1749;1;2096;1749;1;333
;1;228;1750;1;2663;1750;1;333
;1;219;1751;1;2093;1751;1;333
;1;250;1752;1;1850;1752;1;212
;1;250;1753;1;1850;1753;1;411
;1;223;1754;1;2667;1754;1;332
;1;250;1755;1;1851;1755;1;212
;1;249;1756;1;1966;1756;1;212
;1;250;1757;1;1854;1757;1;242
;1;250;1758;1;1850;1758;1;212
;1;249;1759;1;1923;1759;1;332
;1;219;1760;1;2981;1760;1;332
;1;250;1761;1;1847;1761;1;212
;1;248;1762;1;2412;1762;1;333
;1;230;1763;1;2324;1763;1;321
;1;250;1764;1;1851;1764;1;212
;1;235;1765;1;2658;1765;1;321
;1;235;1766;1;1903;1766;1;333
;1;250;1767;1;1850;1767;1;411
;1;250;1768;1;1852;1768;1;212
;1;209;1769;1;2668;1769;1;332
;1;224;1770;1;2000;1770;1;333
;1;246;1771;1;2010;1771;1;333
;1;203;1772;1;3500;1772;1;332
;1;157;1773;1;3441;1773;1;332
;1;226;1774;1;2626;1774;1;333
;1;241;1775;1;2516;1775;1;332
;1;247;1776;1;2108;1776;1;332
;1;250;1777;1;1853;1777;1;243
;1;250;1778;1;1851;1778;1;212
;1;248;1779;1;1975;1779;1;333
;1;230;1780;1;2670;1780;1;333
;1;235;1781;1;2186;1781;1;333
;1;245;1782;1;2394;1782;1;333
;1;222;1783;1;2008;1783;1;321
;1;201;1784;1;2110;1784;1;332
;1;229;1785;1;2601;1785;1;321
;1;231;1786;1;3188;1786;1;332
;1;230;1787;1;2089;1787;1;333
;1;244;1788;1;2053;1788;1;321
;1;178;1789;1;1904;1789;1;332
;1;226;1790;1;2250;1790;1;333
;1;230;1791;1;2460;1791;1;333
;1;250;1792;1;1851;1792;1;411
;1;248;1793;1;2623;1793;1;321
;1;243;1794;1;2145;1794;1;321
;1;247;1795;1;2433;1795;1;321
;1;228;1796;1;2028;1796;1;333
;1;150;1797;1;2764;1797;1;332
;1;244;1798;1;1997;1798;1;321
;1;250;1799;1;1851;1799;1;411
;1;241;1800;1;1676;1800;1;324
;1;228;1801;1;2586;1801;1;321
;1;250;1802;1;1851;1802;1;211
;1;244;1803;1;2369;1803;1;333
;1;219;1804;1;1819;1804;1;333
;1;248;1805;1;1979;1805;1;332
;1;241;1806;1;1838;1806;1;333
;1;239;1807;1;2678;1807;1;332
;1;220;1808;1;3165;1808;1;333
;1;249;1809;1;2307;1809;1;333
;1;213;1810;1;2329;1810;1;321
;1;210;1811;1;1993;1811;1;321
;1;250;1812;1;1849;1812;1;212
;1;243;1813;1;1972;1813;1;333
;1;207;1814;1;1805;1814;1;321
;1;246;1815;1;2066;1815;1;321
;1;234;1816;1;1943;1816;1;321
;1;207;1817;1;3036;1817;1;333
;1;231;1818;1;2475;1818;1;333
;1;242;1819;1;2991;1819;1;321
;1;216;1820;1;1631;1820;1;324
;1;249;1821;1;2423;1821;1;333
;1;244;1822;1;1409;1822;1;324
;1;218;1823;1;2151;1823;1;333
;1;237;1824;1;1801;1824;1;333
;1;250;1825;1;1910;1825;1;212
;1;199;1826;1;2274;1826;1;321
;1;231;1827;1;2513;1827;1;332
;1;222;1828;1;1688;1828;1;321
;1;195;1829;1;2441;1829;1;332
;1;250;1830;1;1852;1830;1;411
;1;217;1831;1;2682;1831;1;332
;1;243;1832;1;2247;1832;1;321
;1;192;1833;1;2851;1833;1;321
;1;229;1834;1;1877;1834;1;333
;1;250;1835;1;1884;1835;1;242
;1;218;1836;1;2933;1836;1;333
;1;246;1837;1;2354;1837;1;333
;1;178;1838;1;3615;1838;1;332
;1;198;1839;1;2251;1839;1;332
;1;209;1840;1;1647;1840;1;333
;1;240;1841;1;2997;1841;1;333
;1;247;1842;1;2358;1842;1;333
;1;250;1843;1;1854;1843;1;243
;1;250;1844;1;1849;1844;1;243
;1;246;1845;1;2437;1845;1;333
;1;250;1846;1;1850;1846;1;411
;1;215;1847;1;2657;1847;1;321
;1;238;1848;1;1858;1848;1;321
;1;249;1849;1;1889;1849;1;231
;1;248;1850;1;2135;1850;1;333
;1;249;1851;1;2594;1851;1;321
;1;117;1852;1;3146;1852;1;332
;1;220;1853;1;2104;1853;1;333
;1;221;1854;1;2639;1854;1;321
;1;248;1855;1;2184;1855;1;321
;1;246;1856;1;2575;1856;1;332
;1;237;1857;1;1966;1857;1;333
;1;219;1858;1;2316;1858;1;321
;1;216;1859;1;2137;1859;1;333
;1;212;1860;1;1367;1860;1;332
;1;249;1861;1;1885;1861;1;242
;1;215;1862;1;2597;1862;1;321
;1;245;1863;1;2265;1863;1;333
;1;243;1864;1;2836;1864;1;321
;1;219;1865;1;3295;1865;1;321
;1;216;1866;1;2796;1866;1;333
;1;206;1867;1;2087;1867;1;333
;1;219;1868;1;2469;1868;1;333
;1;217;1869;1;2136;1869;1;333
;1;235;1870;1;2200;1870;1;333
;1;203;1871;1;2136;1871;1;333
;1;231;1872;1;2857;1872;1;332
;1;225;1873;1;3581;1873;1;332
;1;240;1874;1;2614;1874;1;332
;1;246;1875;1;2421;1875;1;332
;1;234;1876;1;2000;1876;1;321
;1;239;1877;1;3186;1877;1;332
;1;250;1878;1;1853;1878;1;411
;1;250;1879;1;1858;1879;1;411
;1;250;1880;1;1856;1880;1;212
;1;247;1881;1;2276;1881;1;332
;1;238;1882;1;2796;1882;1;321
;1;249;1883;1;2240;1883;1;321
;1;250;1884;1;1847;1884;1;231
;1;245;1885;1;1815;1885;1;321
;1;234;1886;1;1999;1886;1;332
;1;246;1887;1;1895;1887;1;321
;1;242;1888;1;1633;1888;1;311
;1;250;1889;1;1851;1889;1;411
;1;230;1890;1;2277;1890;1;333
;1;237;1891;1;2056;1891;1;321
;1;250;1892;1;1851;1892;1;211
;1;245;1893;1;1961;1893;1;333
;1;222;1894;1;2092;1894;1;333
;1;238;1895;1;2273;1895;1;321
;1;247;1896;1;2530;1896;1;333
;1;234;1897;1;2726;1897;1;321
;1;233;1898;1;2456;1898;1;332
;1;212;1899;1;2909;1899;1;321
;1;249;1900;1;1895;1900;1;243
;1;150;1901;1;3079;1901;1;332
;1;226;1902;1;2937;1902;1;321
;1;248;1903;1;1976;1903;1;332
;1;250;1904;1;1851;1904;1;411
;1;197;1905;1;3076;1905;1;333
;1;250;1906;1;1849;1906;1;212
;1;207;1907;1;2803;1907;1;321
;1;248;1908;1;2864;1908;1;512
;1;218;1909;1;2122;1909;1;333
;1;196;1910;1;2419;1910;1;332
;1;244;1911;1;2597;1911;1;321
;1;218;1912;1;2564;1912;1;332
;1;235;1913;1;1973;1913;1;333
;1;215;1914;1;2505;1914;1;332
;1;244;1915;1;2401;1915;1;333
;1;250;1916;1;1938;1916;1;212
;1;249;1917;1;2299;1917;1;321
;1;232;1918;1;2873;1918;1;321
;1;222;1919;1;1847;1919;1;321
;1;233;1920;1;2037;1920;1;333
;1;246;1921;1;2016;1921;1;333
;1;217;1922;1;2591;1922;1;332
;1;245;1923;1;2538;1923;1;321
;1;208;1924;1;1985;1924;1;324
;1;213;1925;1;2802;1925;1;332
;1;214;1926;1;1913;1926;1;324
;1;243;1927;1;2095;1927;1;333
;1;250;1928;1;1853;1928;1;231
;1;213;1929;1;2603;1929;1;321
;1;211;1930;1;2389;1930;1;332
;1;232;1931;1;1760;1931;1;333
;1;211;1932;1;1353;1932;1;321
;1;250;1933;1;1936;1933;1;212
;1;238;1934;1;2174;1934;1;332
;1;223;1935;1;2277;1935;1;333
;1;242;1936;1;2705;1936;1;332
;1;249;1937;1;2737;1937;1;321
;1;244;1938;1;2530;1938;1;321
;1;200;1939;1;2271;1939;1;321
;1;250;1940;1;1854;1940;1;212
;1;249;1941;1;1886;1941;1;231
;1;244;1942;1;2078;1942;1;333
;1;226;1943;1;1419;1943;1;332
;1;228;1944;1;1557;1944;1;243
;1;211;1945;1;2202;1945;1;332
;1;250;1946;1;1872;1946;1;212
;1;250;1947;1;1856;1947;1;212
;1;232;1948;1;2118;1948;1;333
;1;250;1949;1;1849;1949;1;411
;1;250;1950;1;1851;1950;1;411
;1;236;1951;1;2978;1951;1;321
;1;250;1952;1;1859;1952;1;243
;1;238;1953;1;1988;1953;1;333
;1;228;1954;1;2441;1954;1;332
;1;247;1955;1;2054;1955;1;321
;1;218;1956;1;2660;1956;1;332
;1;250;1957;1;1852;1957;1;411
;1;250;1958;1;1859;1958;1;212
;1;250;1959;1;1861;1959;1;212
;1;232;1960;1;3295;1960;1;333
;1;148;1961;1;2160;1961;1;333
;1;202;1962;1;2188;1962;1;333
;1;207;1963;1;3371;1963;1;332
;1;219;1964;1;2346;1964;1;332
;1;171;1965;1;2497;1965;1;333
;1;221;1966;1;2504;1966;1;321
;1;220;1967;1;1572;1967;1;332
;1;247;1968;1;2795;1968;1;332
;1;224;1969;1;2293;1969;1;321
;1;225;1970;1;2573;1970;1;333
;1;150;1971;1;3226;1971;1;321
;1;244;1972;1;1874;1972;1;243
;1;249;1973;1;1949;1973;1;212
;1;227;1974;1;3455;1974;1;332
;1;114;1975;1;2088;1975;1;332
;1;240;1976;1;1389;1976;1;333
;1;250;1977;1;1852;1977;1;212
;1;235;1978;1;2579;1978;1;321
;1;250;1979;1;1849;1979;1;411
;1;250;1980;1;1854;1980;1;212
;1;223;1981;1;2120;1981;1;333
;1;239;1982;1;2095;1982;1;321
;1;233;1983;1;2265;1983;1;321
;1;239;1984;1;2076;1984;1;333
;1;226;1985;1;2223;1985;1;321
;1;243;1986;1;1912;1986;1;333
;1;170;1987;1;3579;1987;1;332
;1;243;1988;1;2874;1988;1;333
;1;230;1989;1;1990;1989;1;321
;1;235;1990;1;2355;1990;1;333
;1;202;1991;1;2883;1991;1;332
;1;205;1992;1;3298;1992;1;332
;1;250;1993;1;1849;1993;1;211
;1;240;1994;1;2397;1994;1;333
;1;207;1995;1;2991;1995;1;332
;1;248;1996;1;2027;1996;1;243
;1;195;1997;1;2340;1997;1;333
;1;197;1998;1;3223;1998;1;332
;1;250;1999;1;1848;1999;1;212
;1;249;2000;1;1860;2000;1;243
;1;233;2001;1;2327;2001;1;333
;1;223;2002;1;2696;2002;1;332
;1;193;2003;1;2562;2003;1;332
;1;226;2004;1;2705;2004;1;321
;1;231;2005;1;1474;2005;1;332
;1;242;2006;1;2192;2006;1;321
;1;250;2007;1;2368;2007;1;333
;1;144;2008;1;3004;2008;1;332
;1;250;2009;1;1851;2009;1;242
;1;223;2010;1;2413;2010;1;333
;1;250;2011;1;1850;2011;1;211
;1;191;2012;1;2089;2012;1;333
;1;225;2013;1;2735;2013;1;333
;1;250;2014;1;1852;2014;1;411
;1;243;2015;1;2195;2015;1;332
;1;217;2016;1;2882;2016;1;333
;1;243;2017;1;3255;2017;1;333
;1;249;2018;1;1945;2018;1;333
;1;211;2019;1;2649;2019;1;333
;1;233;2020;1;2063;2020;1;321
;1;231;2021;1;3348;2021;1;321
;1;222;2022;1;1773;2022;1;321
;1;246;2023;1;2557;2023;1;321
;1;242;2024;1;2302;2024;1;321
;1;225;2025;1;2493;2025;1;332
;1;217;2026;1;2588;2026;1;321
;1;250;2027;1;1859;2027;1;242
;1;225;2028;1;2046;2028;1;332
;1;250;2029;1;1859;2029;1;212
;1;221;2030;1;2610;2030;1;321
;1;240;2031;1;2713;2031;1;332
;1;226;2032;1;2167;2032;1;333
;1;246;2033;1;2494;2033;1;321
;1;226;2034;1;3723;2034;1;332
;1;218;2035;1;2551;2035;1;321
;1;228;2036;1;2669;2036;1;332
;1;218;2037;1;2466;2037;1;332
;1;250;2038;1;1850;2038;1;411
;1;250;2039;1;1850;2039;1;411
;1;235;2040;1;2358;2040;1;332
;1;165;2041;1;2299;2041;1;332
;1;200;2042;1;2511;2042;1;332
;1;250;2043;1;1851;2043;1;231
;1;216;2044;1;1922;2044;1;333
;1;250;2045;1;1857;2045;1;243
;1;240;2046;1;2811;2046;1;333
;1;249;2047;1;3028;2047;1;332
;1;201;2048;1;2396;2048;1;332
;1;231;2049;1;2040;2049;1;333
;1;250;2050;1;1926;2050;1;212
;1;222;2051;1;2545;2051;1;332
;1;250;2052;1;2074;2052;1;333
;1;250;2053;1;1883;2053;1;212
;1;223;2054;1;2577;2054;1;333
;1;250;2055;1;1854;2055;1;212
;1;208;2056;1;2069;2056;1;332
;1;225;2057;1;2256;2057;1;333
;1;250;2058;1;1857;2058;1;211
;1;202;2059;1;3121;2059;1;333
;1;236;2060;1;2941;2060;1;333
;1;250;2061;1;1851;2061;1;411
;1;250;2062;1;1850;2062;1;411
;1;224;2063;1;2340;2063;1;333
;1;200;2064;1;1925;2064;1;333
;1;228;2065;1;2106;2065;1;333
;1;250;2066;1;1850;2066;1;411
;1;246;2067;1;2928;2067;1;332
;1;250;2068;1;2087;2068;1;243
;1;224;2069;1;2462;2069;1;321
;1;241;2070;1;2365;2070;1;321
;1;233;2071;1;2806;2071;1;333
;1;233;2072;1;2311;2072;1;333
;1;250;2073;1;1851;2073;1;411
;1;212;2074;1;2038;2074;1;332
;1;233;2075;1;2817;2075;1;321
;1;248;2076;1;2261;2076;1;332
;1;243;2077;1;2568;2077;1;321
;1;244;2078;1;2523;2078;1;321
;1;209;2079;1;1716;2079;1;321
;1;250;2080;1;1866;2080;1;212
;1;247;2081;1;1861;2081;1;333
;1;247;2082;1;1940;2082;1;333
;1;210;2083;1;2393;2083;1;333
;1;248;2084;1;2830;2084;1;333
;1;220;2085;1;2288;2085;1;333
;1;242;2086;1;1472;2086;1;324
;1;234;2087;1;2428;2087;1;321
;1;201;2088;1;2474;2088;1;321
;1;249;2089;1;2541;2089;1;333
;1;250;2090;1;1850;2090;1;212
;1;246;2091;1;2408;2091;1;321
;1;244;2092;1;2516;2092;1;321
;1;250;2093;1;2417;2093;1;333
;1;233;2094;1;2104;2094;1;321
;1;249;2095;1;1873;2095;1;243
;1;244;2096;1;3148;2096;1;333
;1;216;2097;1;2439;2097;1;332
;1;245;2098;1;1985;2098;1;333
;1;219;2099;1;2229;2099;1;321
;1;247;2100;1;2571;2100;1;333
;1;232;2101;1;2021;2101;1;333
;1;183;2102;1;1382;2102;1;332
;1;241;2103;1;1832;2103;1;333
;1;238;2104;1;1913;2104;1;332
;1;229;2105;1;1822;2105;1;332
;1;237;2106;1;2105;2106;1;333
;1;237;2107;1;1614;2107;1;311
;1;215;2108;1;2211;2108;1;332
;1;212;2109;1;1740;2109;1;324
;1;230;2110;1;2360;2110;1;333
;1;231;2111;1;2713;2111;1;321
;1;223;2112;1;1919;2112;1;333
;1;249;2113;1;1922;2113;1;321
;1;227;2114;1;1990;2114;1;321
;1;248;2115;1;1911;2115;1;243
;1;246;2116;1;2918;2116;1;321
;1;191;2117;1;2895;2117;1;333
;1;214;2118;1;1914;2118;1;324
;1;240;2119;1;3091;2119;1;333
;1;210;2120;1;2786;2120;1;333
;1;215;2121;1;1550;2121;1;321
;1;229;2122;1;1765;2122;1;333
;1;241;2123;1;1634;2123;1;311
;1;214;2124;1;3055;2124;1;332
;1;225;2125;1;1751;2125;1;324
;1;209;2126;1;3077;2126;1;333
;1;235;2127;1;2157;2127;1;333
;1;250;2128;1;1855;2128;1;243
;1;220;2129;1;2536;2129;1;333
;1;245;2130;1;1871;2130;1;333
;1;240;2131;1;2159;2131;1;332
;1;250;2132;1;1857;2132;1;411
;1;246;2133;1;2241;2133;1;321
;1;245;2134;1;1915;2134;1;321
;1;206;2135;1;2374;2135;1;333
;1;219;2136;1;2066;2136;1;333
;1;220;2137;1;2027;2137;1;333
;1;234;2138;1;1751;2138;1;321
;1;247;2139;1;3186;2139;1;333
;1;246;2140;1;2316;2140;1;321
;1;250;2141;1;1878;2141;1;243
;1;244;2142;1;1937;2142;1;332
;1;219;2143;1;3031;2143;1;332
;1;250;2144;1;1848;2144;1;211
;1;228;2145;1;1984;2145;1;321
;1;214;2146;1;2573;2146;1;321
;1;227;2147;1;1968;2147;1;321
;1;174;2148;1;3240;2148;1;333
;1;232;2149;1;2271;2149;1;333
;1;250;2150;1;1854;2150;1;411
;1;250;2151;1;1887;2151;1;212
;1;244;2152;1;1990;2152;1;321
;1;204;2153;1;2746;2153;1;333
;1;202;2154;1;2105;2154;1;321
;1;218;2155;1;2058;2155;1;333
;1;250;2156;1;1930;2156;1;212
;1;236;2157;1;2239;2157;1;333
;1;206;2158;1;2624;2158;1;321
;1;240;2159;1;1856;2159;1;321
;1;203;2160;1;2736;2160;1;321
;1;239;2161;1;2074;2161;1;333
;1;250;2162;1;1899;2162;1;212
;1;250;2163;1;1849;2163;1;212
;1;249;2164;1;2233;2164;1;321
;1;210;2165;1;1970;2165;1;321
;1;250;2166;1;1851;2166;1;212
;1;215;2167;1;2987;2167;1;321
;1;248;2168;1;2133;2168;1;333
;1;187;2169;1;2749;2169;1;332
;1;250;2170;1;1870;2170;1;211
;1;225;2171;1;2091;2171;1;333
;1;233;2172;1;2202;2172;1;333
;1;208;2173;1;1924;2173;1;333
;1;244;2174;1;2537;2174;1;333
;1;194;2175;1;2431;2175;1;332
;1;231;2176;1;2203;2176;1;321
;1;243;2177;1;1992;2177;1;333
;1;231;2178;1;2164;2178;1;333
;1;225;2179;1;2579;2179;1;321
;1;244;2180;1;2809;2180;1;332
;1;250;2181;1;1849;2181;1;411
;1;213;2182;1;2310;2182;1;321
;1;231;2183;1;2004;2183;1;321
;1;250;2184;1;1852;2184;1;211
;1;189;2185;1;3082;2185;1;333
