OID_;CID;RASTERVALU;OID_1;CID_1;RASTERVALU_1;OID_12;CID_12;RASTERVALU_12
;1;215;769;1;2192;769;1;333
;1;187;770;1;1789;770;1;332
;1;227;771;1;2121;771;1;333
;1;250;772;1;1864;772;1;243
;1;250;773;1;2181;773;1;321
;1;182;774;1;2561;774;1;333
;1;218;775;1;1994;775;1;333
;1;241;776;1;2385;776;1;333
;1;250;777;1;1851;777;1;411
;1;234;778;1;2227;778;1;321
;1;226;779;1;2158;779;1;333
;1;183;780;1;2012;780;1;333
;1;220;781;1;2361;781;1;332
;1;250;782;1;1854;782;1;212
;1;243;783;1;2477;783;1;321
;1;232;784;1;1756;784;1;324
;1;230;785;1;2871;785;1;321
;1;250;786;1;1853;786;1;212
;1;214;787;1;2425;787;1;333
;1;248;788;1;2413;788;1;321
;1;250;789;1;1850;789;1;411
;1;178;790;1;2325;790;1;333
;1;223;791;1;1809;791;1;324
;1;233;792;1;2363;792;1;333
;1;236;793;1;2886;793;1;332
;1;177;794;1;2539;794;1;333
;1;249;795;1;1903;795;1;212
;1;250;796;1;1851;796;1;411
;1;239;797;1;2097;797;1;333
;1;250;798;1;1854;798;1;211
;1;199;799;1;2893;799;1;332
;1;235;800;1;2547;800;1;321
;1;208;801;1;2244;801;1;332
;1;240;802;1;1936;802;1;333
;1;227;803;1;3210;803;1;332
;1;193;804;1;2624;804;1;332
;1;250;805;1;1895;805;1;212
;1;250;806;1;1852;806;1;411
;1;211;807;1;2544;807;1;321
;1;214;808;1;2992;808;1;332
;1;227;809;1;2267;809;1;333
;1;133;810;1;3147;810;1;332
;1;207;811;1;2790;811;1;332
;1;186;812;1;3594;812;1;332
;1;228;813;1;1733;813;1;321
;1;234;814;1;2699;814;1;333
;1;250;815;1;1846;815;1;231
;1;225;816;1;2443;816;1;333
;1;233;817;1;2099;817;1;321
;1;207;818;1;2326;818;1;333
;1;250;819;1;1849;819;1;411
;1;241;820;1;2501;820;1;321
;1;247;821;1;2349;821;1;333
;1;229;822;1;2569;822;1;333
;1;225;823;1;2202;823;1;333
;1;238;824;1;2162;824;1;332
;1;250;825;1;1866;825;1;243
;1;212;826;1;2641;826;1;321
;1;230;827;1;3234;827;1;332
;1;197;828;1;2126;828;1;311
;1;250;829;1;1882;829;1;212
;1;227;830;1;2120;830;1;321
;1;250;831;1;1857;831;1;243
;1;249;832;1;1925;832;1;243
;1;206;833;1;2802;833;1;332
;1;236;834;1;2240;834;1;332
;1;247;835;1;3026;835;1;321
;1;248;836;1;2594;836;1;321
;1;250;837;1;1869;837;1;242
;1;191;838;1;2171;838;1;332
;1;249;839;1;2503;839;1;321
;1;234;840;1;3002;840;1;321
;1;250;841;1;1850;841;1;411
;1;230;842;1;1791;842;1;321
;1;248;843;1;1878;843;1;212
;1;247;844;1;2486;844;1;333
;1;232;845;1;2143;845;1;333
;1;250;846;1;1872;846;1;212
;1;224;847;1;2700;847;1;333
;1;245;848;1;2487;848;1;321
;1;208;849;1;3137;849;1;332
;1;249;850;1;2735;850;1;321
;1;218;851;1;2806;851;1;332
;1;196;852;1;2257;852;1;333
;1;250;853;1;1853;853;1;212
;1;250;854;1;1851;854;1;212
;1;225;855;1;1501;855;1;321
;1;243;856;1;1922;856;1;243
;1;217;857;1;2088;857;1;321
;1;213;858;1;1882;858;1;324
;1;214;859;1;1706;859;1;321
;1;249;860;1;1919;860;1;212
;1;194;861;1;2197;861;1;332
;1;250;862;1;1901;862;1;243
;1;247;863;1;2598;863;1;332
;1;232;864;1;2063;864;1;321
;1;250;865;1;1854;865;1;212
;1;250;866;1;1853;866;1;212
;1;250;867;1;1852;867;1;212
;1;238;868;1;1918;868;1;332
;1;238;869;1;2534;869;1;332
;1;250;870;1;1848;870;1;211
;1;207;871;1;2254;871;1;333
;1;248;872;1;2325;872;1;333
;1;250;873;1;1857;873;1;212
;1;231;874;1;2781;874;1;333
;1;236;875;1;2551;875;1;332
;1;230;876;1;2353;876;1;321
;1;250;877;1;1851;877;1;411
;1;230;878;1;3212;878;1;333
;1;244;879;1;2597;879;1;321
;1;206;880;1;2280;880;1;332
;1;211;881;1;2950;881;1;321
;1;212;882;1;2343;882;1;333
;1;168;883;1;2159;883;1;333
;1;183;884;1;2932;884;1;332
;1;226;885;1;2348;885;1;333
;1;240;886;1;2334;886;1;321
;1;230;887;1;2476;887;1;333
;1;234;888;1;2997;888;1;332
;1;220;889;1;2842;889;1;333
;1;246;890;1;1991;890;1;333
;1;241;891;1;1488;891;1;324
;1;214;892;1;2573;892;1;332
;1;224;893;1;2120;893;1;333
;1;245;894;1;2400;894;1;333
;1;246;895;1;1955;895;1;333
;1;217;896;1;2533;896;1;321
;1;250;897;1;1850;897;1;212
;1;223;898;1;2697;898;1;333
;1;237;899;1;2418;899;1;332
;1;211;900;1;2493;900;1;321
;1;237;901;1;2609;901;1;321
;1;204;902;1;3178;902;1;332
;1;249;903;1;1957;903;1;212
;1;243;904;1;2233;904;1;321
;1;250;905;1;1847;905;1;411
;1;248;906;1;2720;906;1;332
;1;225;907;1;2729;907;1;333
;1;237;908;1;1906;908;1;333
;1;242;909;1;2849;909;1;333
;1;197;910;1;2270;910;1;333
;1;230;911;1;2010;911;1;321
;1;199;912;1;2355;912;1;332
;1;250;913;1;1847;913;1;231
;1;230;914;1;2183;914;1;321
;1;239;915;1;2529;915;1;333
;1;231;916;1;3321;916;1;332
;1;179;917;1;2325;917;1;333
;1;188;918;1;2885;918;1;332
;1;247;919;1;1891;919;1;212
;1;211;920;1;2859;920;1;332
;1;238;921;1;3248;921;1;321
;1;195;922;1;2466;922;1;332
;1;197;923;1;1816;923;1;332
;1;247;924;1;1952;924;1;243
;1;240;925;1;2027;925;1;243
;1;233;926;1;2053;926;1;333
;1;216;927;1;2365;927;1;333
;1;250;928;1;1876;928;1;212
;1;250;929;1;2456;929;1;333
;1;237;930;1;2787;930;1;333
;1;250;931;1;1849;931;1;411
;1;204;932;1;2001;932;1;332
;1;235;933;1;1701;933;1;324
;1;244;934;1;2657;934;1;332
;1;248;935;1;1485;935;1;324
;1;203;936;1;1545;936;1;324
;1;227;937;1;1877;937;1;324
;1;238;938;1;2020;938;1;333
;1;234;939;1;1993;939;1;243
;1;250;940;1;1876;940;1;212
;1;244;941;1;2249;941;1;332
;1;248;942;1;1953;942;1;212
;1;241;943;1;2278;943;1;321
;1;213;944;1;2446;944;1;321
;1;248;945;1;3670;945;1;332
;1;248;946;1;2451;946;1;333
;1;244;947;1;1986;947;1;333
;1;246;948;1;2217;948;1;333
;1;244;949;1;2711;949;1;333
;1;229;950;1;1919;950;1;333
;1;207;951;1;2792;951;1;332
;1;246;952;1;1977;952;1;333
;1;232;953;1;1690;953;1;324
;1;249;954;1;2453;954;1;333
;1;230;955;1;2267;955;1;333
;1;245;956;1;2563;956;1;333
;1;216;957;1;1883;957;1;333
;1;233;958;1;3048;958;1;332
;1;180;959;1;3100;959;1;332
;1;233;960;1;2651;960;1;321
;1;245;961;1;2013;961;1;333
;1;205;962;1;3126;962;1;332
;1;242;963;1;2387;963;1;332
;1;218;964;1;1586;964;1;324
;1;250;965;1;1871;965;1;243
;1;240;966;1;2205;966;1;333
;1;237;967;1;3066;967;1;332
;1;242;968;1;2130;968;1;333
;1;206;969;1;2500;969;1;321
;1;217;970;1;2048;970;1;332
;1;246;971;1;1984;971;1;333
;1;249;972;1;2649;972;1;333
;1;250;973;1;1862;973;1;242
;1;249;974;1;2019;974;1;321
;1;248;975;1;1918;975;1;212
;1;250;976;1;1873;976;1;212
;1;224;977;1;2320;977;1;333
;1;243;978;1;2240;978;1;321
;1;213;979;1;3198;979;1;333
;1;244;980;1;1987;980;1;333
;1;236;981;1;2374;981;1;333
;1;250;982;1;1876;982;1;212
;1;249;983;1;1807;983;1;243
;1;218;984;1;2404;984;1;321
;1;250;985;1;1871;985;1;243
;1;250;986;1;1879;986;1;212
;1;232;987;1;3340;987;1;332
;1;221;988;1;2403;988;1;333
;1;225;989;1;2587;989;1;321
;1;241;990;1;2387;990;1;321
;1;247;991;1;2073;991;1;321
;1;249;992;1;1910;992;1;212
;1;232;993;1;1908;993;1;333
;1;227;994;1;2423;994;1;333
;1;242;995;1;1844;995;1;321
;1;226;996;1;1695;996;1;311
;1;250;997;1;1851;997;1;411
;1;233;998;1;2410;998;1;321
;1;229;999;1;2492;999;1;333
;1;232;1000;1;2541;1000;1;321
;1;247;1001;1;1929;1001;1;333
;1;231;1002;1;2053;1002;1;333
;1;250;1003;1;1851;1003;1;411
;1;239;1004;1;1849;1004;1;321
;1;196;1005;1;2871;1005;1;332
;1;165;1006;1;2130;1006;1;333
;1;248;1007;1;2406;1007;1;333
;1;227;1008;1;2773;1008;1;333
;1;240;1009;1;1975;1009;1;333
;1;225;1010;1;2803;1010;1;321
;1;243;1011;1;1281;1011;1;333
;1;236;1012;1;2088;1012;1;333
;1;225;1013;1;1901;1013;1;333
;1;212;1014;1;3244;1014;1;332
;1;232;1015;1;2030;1015;1;333
;1;248;1016;1;1906;1016;1;321
;1;250;1017;1;1897;1017;1;243
;1;215;1018;1;1695;1018;1;324
;1;247;1019;1;2149;1019;1;321
;1;249;1020;1;1901;1020;1;243
;1;245;1021;1;2185;1021;1;231
;1;211;1022;1;2391;1022;1;321
;1;243;1023;1;3024;1023;1;332
;1;220;1024;1;2460;1024;1;321
;1;210;1025;1;2362;1025;1;321
;1;211;1026;1;1426;1026;1;333
;1;231;1027;1;2231;1027;1;332
;1;250;1028;1;1851;1028;1;212
;1;243;1029;1;1771;1029;1;333
;1;213;1030;1;3266;1030;1;332
;1;229;1031;1;2433;1031;1;321
;1;194;1032;1;1834;1032;1;333
;1;233;1033;1;1975;1033;1;333
;1;240;1034;1;2468;1034;1;321
;1;222;1035;1;1774;1035;1;321
;1;250;1036;1;1867;1036;1;212
;1;250;1037;1;1868;1037;1;212
;1;234;1038;1;1812;1038;1;332
;1;221;1039;1;3158;1039;1;332
;1;250;1040;1;1850;1040;1;411
;1;180;1041;1;2729;1041;1;333
;1;250;1042;1;1849;1042;1;212
;1;235;1043;1;2398;1043;1;333
;1;228;1044;1;2214;1044;1;321
;1;250;1045;1;1878;1045;1;212
;1;231;1046;1;2402;1046;1;333
;1;202;1047;1;2479;1047;1;333
;1;247;1048;1;3206;1048;1;332
;1;250;1049;1;1850;1049;1;212
;1;246;1050;1;2142;1050;1;333
;1;250;1051;1;1870;1051;1;411
;1;224;1052;1;2452;1052;1;333
;1;223;1053;1;2661;1053;1;321
;1;228;1054;1;1901;1054;1;321
;1;178;1055;1;2390;1055;1;321
;1;239;1056;1;2412;1056;1;321
;1;232;1057;1;2676;1057;1;332
;1;207;1058;1;2390;1058;1;321
;1;221;1059;1;2583;1059;1;321
;1;204;1060;1;2934;1060;1;333
;1;226;1061;1;1811;1061;1;324
;1;240;1062;1;3541;1062;1;332
;1;215;1063;1;2537;1063;1;321
;1;243;1064;1;2217;1064;1;333
;1;250;1065;1;1867;1065;1;242
;1;247;1066;1;1972;1066;1;332
;1;207;1067;1;2326;1067;1;321
;1;232;1068;1;2680;1068;1;321
;1;222;1069;1;2896;1069;1;332
;1;250;1070;1;1857;1070;1;333
;1;250;1071;1;1852;1071;1;212
;1;214;1072;1;2765;1072;1;333
;1;248;1073;1;1867;1073;1;333
;1;240;1074;1;2602;1074;1;321
;1;212;1075;1;2031;1075;1;333
;1;229;1076;1;2086;1076;1;321
;1;229;1077;1;2203;1077;1;321
;1;208;1078;1;1909;1078;1;324
;1;208;1079;1;2451;1079;1;332
;1;244;1080;1;2630;1080;1;332
;1;249;1081;1;1855;1081;1;243
;1;208;1082;1;1983;1082;1;321
;1;231;1083;1;2479;1083;1;321
;1;244;1084;1;2487;1084;1;333
;1;200;1085;1;1708;1085;1;321
;1;212;1086;1;2793;1086;1;333
;1;238;1087;1;1397;1087;1;321
;1;228;1088;1;2041;1088;1;333
;1;227;1089;1;2920;1089;1;332
;1;250;1090;1;1857;1090;1;411
;1;243;1091;1;2217;1091;1;231
;1;236;1092;1;2179;1092;1;333
;1;250;1093;1;1884;1093;1;212
;1;209;1094;1;2298;1094;1;321
;1;241;1095;1;2004;1095;1;332
;1;246;1096;1;1946;1096;1;212
;1;210;1097;1;1754;1097;1;324
;1;234;1098;1;2542;1098;1;321
;1;250;1099;1;1850;1099;1;212
;1;242;1100;1;2390;1100;1;333
;1;250;1101;1;1924;1101;1;212
;1;248;1102;1;2296;1102;1;333
;1;241;1103;1;1994;1103;1;332
;1;250;1104;1;1881;1104;1;243
;1;250;1105;1;1852;1105;1;243
;1;250;1106;1;1852;1106;1;411
;1;194;1107;1;1699;1107;1;321
;1;238;1108;1;2356;1108;1;321
;1;229;1109;1;2108;1109;1;333
;1;202;1110;1;2598;1110;1;321
;1;205;1111;1;1880;1111;1;333
;1;241;1112;1;2621;1112;1;321
;1;237;1113;1;2591;1113;1;332
;1;216;1114;1;2194;1114;1;321
;1;232;1115;1;2479;1115;1;333
;1;246;1116;1;2030;1116;1;321
;1;249;1117;1;1918;1117;1;333
;1;233;1118;1;2569;1118;1;333
;1;241;1119;1;2453;1119;1;333
;1;246;1120;1;2289;1120;1;333
;1;250;1121;1;1852;1121;1;212
;1;242;1122;1;2039;1122;1;333
;1;239;1123;1;1876;1123;1;333
;1;250;1124;1;1882;1124;1;212
;1;249;1125;1;1887;1125;1;242
;1;216;1126;1;2892;1126;1;332
;1;215;1127;1;2072;1127;1;321
;1;226;1128;1;2411;1128;1;231
;1;192;1129;1;3459;1129;1;332
;1;228;1130;1;1954;1130;1;333
;1;221;1131;1;1836;1131;1;333
;1;236;1132;1;1916;1132;1;333
;1;250;1133;1;1850;1133;1;411
;1;227;1134;1;2602;1134;1;333
;1;224;1135;1;2019;1135;1;324
;1;215;1136;1;2326;1136;1;333
;1;239;1137;1;2984;1137;1;332
;1;250;1138;1;1885;1138;1;212
;1;228;1139;1;1741;1139;1;333
;1;246;1140;1;2772;1140;1;321
;1;244;1141;1;2998;1141;1;321
;1;243;1142;1;1993;1142;1;332
;1;235;1143;1;1486;1143;1;321
;1;236;1144;1;2357;1144;1;321
;1;243;1145;1;2423;1145;1;333
;1;201;1146;1;2422;1146;1;321
;1;243;1147;1;2649;1147;1;321
;1;250;1148;1;1849;1148;1;211
;1;214;1149;1;3009;1149;1;332
;1;250;1150;1;2072;1150;1;321
;1;250;1151;1;1867;1151;1;212
;1;244;1152;1;2123;1152;1;332
;1;222;1153;1;2844;1153;1;332
;1;250;1154;1;1927;1154;1;212
;1;189;1155;1;2063;1155;1;324
;1;215;1156;1;2283;1156;1;332
;1;247;1157;1;2498;1157;1;321
;1;218;1158;1;2092;1158;1;332
;1;249;1159;1;2230;1159;1;231
;1;250;1160;1;1856;1160;1;212
;1;236;1161;1;2371;1161;1;321
;1;210;1162;1;2412;1162;1;333
;1;220;1163;1;2734;1163;1;333
;1;186;1164;1;2443;1164;1;332
;1;240;1165;1;2176;1165;1;333
;1;237;1166;1;2171;1166;1;321
;1;240;1167;1;2542;1167;1;321
;1;250;1168;1;1850;1168;1;212
;1;250;1169;1;1851;1169;1;411
;1;221;1170;1;2310;1170;1;333
;1;236;1171;1;2145;1171;1;321
;1;222;1172;1;2878;1172;1;321
;1;217;1173;1;2742;1173;1;332
;1;218;1174;1;2761;1174;1;321
;1;216;1175;1;2442;1175;1;332
;1;228;1176;1;2979;1176;1;333
;1;245;1177;1;2345;1177;1;333
;1;224;1178;1;2419;1178;1;332
;1;212;1179;1;2267;1179;1;321
;1;245;1180;1;1446;1180;1;311
;1;244;1181;1;3036;1181;1;332
;1;212;1182;1;3540;1182;1;332
;1;250;1183;1;1850;1183;1;243
;1;250;1184;1;1887;1184;1;212
;1;185;1185;1;2872;1185;1;321
;1;237;1186;1;2891;1186;1;321
;1;250;1187;1;1874;1187;1;242
;1;241;1188;1;2326;1188;1;333
;1;246;1189;1;3371;1189;1;321
;1;174;1190;1;2741;1190;1;333
;1;244;1191;1;2838;1191;1;321
;1;239;1192;1;2579;1192;1;321
;1;237;1193;1;1887;1193;1;333
;1;250;1194;1;1921;1194;1;212
;1;247;1195;1;1934;1195;1;333
;1;250;1196;1;1849;1196;1;211
;1;227;1197;1;1960;1197;1;332
;1;247;1198;1;2714;1198;1;321
;1;147;1199;1;3401;1199;1;332
;1;150;1200;1;2900;1200;1;332
;1;241;1201;1;2759;1201;1;321
;1;228;1202;1;2162;1202;1;332
;1;213;1203;1;1816;1203;1;324
;1;250;1204;1;1853;1204;1;243
;1;243;1205;1;2181;1205;1;332
;1;199;1206;1;2690;1206;1;333
;1;228;1207;1;2618;1207;1;321
;1;243;1208;1;2313;1208;1;333
;1;250;1209;1;1880;1209;1;212
;1;227;1210;1;2260;1210;1;332
;1;242;1211;1;2155;1211;1;332
;1;220;1212;1;2850;1212;1;332
;1;248;1213;1;2265;1213;1;333
;1;250;1214;1;1849;1214;1;212
;1;237;1215;1;2552;1215;1;321
;1;205;1216;1;3054;1216;1;332
;1;205;1217;1;2139;1217;1;333
;1;218;1218;1;2598;1218;1;321
;1;237;1219;1;2392;1219;1;332
;1;197;1220;1;2182;1220;1;333
;1;181;1221;1;1122;1221;1;332
;1;199;1222;1;2244;1222;1;332
;1;219;1223;1;3605;1223;1;332
;1;241;1224;1;2010;1224;1;321
;1;244;1225;1;1979;1225;1;333
;1;210;1226;1;2123;1226;1;332
;1;250;1227;1;1851;1227;1;411
;1;250;1228;1;1858;1228;1;212
;1;209;1229;1;2391;1229;1;333
;1;218;1230;1;2067;1230;1;333
;1;236;1231;1;1991;1231;1;333
;1;236;1232;1;2697;1232;1;321
;1;242;1233;1;1926;1233;1;243
;1;249;1234;1;1867;1234;1;212
;1;236;1235;1;1904;1235;1;333
;1;181;1236;1;3265;1236;1;332
;1;231;1237;1;2067;1237;1;333
;1;250;1238;1;1864;1238;1;212
;1;216;1239;1;2008;1239;1;333
;1;227;1240;1;1729;1240;1;321
;1;180;1241;1;2433;1241;1;333
;1;250;1242;1;1851;1242;1;212
;1;219;1243;1;2671;1243;1;332
;1;222;1244;1;1805;1244;1;333
;1;230;1245;1;2916;1245;1;332
;1;228;1246;1;2550;1246;1;321
;1;250;1247;1;1853;1247;1;411
;1;250;1248;1;1879;1248;1;212
;1;174;1249;1;2089;1249;1;332
;1;250;1250;1;1858;1250;1;212
;1;223;1251;1;2207;1251;1;333
;1;250;1252;1;1854;1252;1;411
;1;247;1253;1;1864;1253;1;242
;1;205;1254;1;2213;1254;1;332
;1;250;1255;1;1856;1255;1;243
;1;214;1256;1;2251;1256;1;321
;1;244;1257;1;2435;1257;1;321
;1;234;1258;1;2315;1258;1;333
;1;250;1259;1;1856;1259;1;231
;1;245;1260;1;1888;1260;1;332
;1;212;1261;1;2113;1261;1;333
;1;250;1262;1;1851;1262;1;411
;1;234;1263;1;2470;1263;1;333
;1;232;1264;1;1126;1264;1;332
;1;246;1265;1;2691;1265;1;321
;1;209;1266;1;2442;1266;1;321
;1;247;1267;1;2406;1267;1;333
;1;223;1268;1;2275;1268;1;321
;1;249;1269;1;1898;1269;1;243
;1;234;1270;1;2041;1270;1;333
;1;250;1271;1;1852;1271;1;212
;1;203;1272;1;2382;1272;1;332
;1;250;1273;1;1851;1273;1;212
;1;230;1274;1;2664;1274;1;333
;1;233;1275;1;2381;1275;1;321
;1;234;1276;1;1976;1276;1;321
;1;245;1277;1;2002;1277;1;333
;1;249;1278;1;1927;1278;1;333
;1;221;1279;1;2040;1279;1;332
;1;240;1280;1;2505;1280;1;332
;1;250;1281;1;1850;1281;1;243
;1;245;1282;1;2982;1282;1;333
;1;174;1283;1;2909;1283;1;332
;1;221;1284;1;1758;1284;1;332
;1;225;1285;1;3157;1285;1;332
;1;237;1286;1;2028;1286;1;332
;1;217;1287;1;2683;1287;1;332
;1;249;1288;1;1923;1288;1;243
;1;247;1289;1;2150;1289;1;333
;1;237;1290;1;2453;1290;1;333
;1;250;1291;1;1971;1291;1;321
;1;250;1292;1;1852;1292;1;112
;1;230;1293;1;2492;1293;1;321
;1;236;1294;1;3105;1294;1;332
;1;240;1295;1;1931;1295;1;333
;1;249;1296;1;1944;1296;1;333
;1;248;1297;1;1891;1297;1;242
;1;245;1298;1;2279;1298;1;333
;1;218;1299;1;2063;1299;1;321
;1;239;1300;1;1957;1300;1;243
;1;249;1301;1;2588;1301;1;332
;1;250;1302;1;2000;1302;1;231
;1;214;1303;1;1486;1303;1;332
;1;230;1304;1;2643;1304;1;333
;1;212;1305;1;3260;1305;1;321
;1;250;1306;1;1850;1306;1;411
;1;250;1307;1;1857;1307;1;243
;1;182;1308;1;3075;1308;1;321
;1;212;1309;1;2949;1309;1;321
;1;206;1310;1;2840;1310;1;333
;1;242;1311;1;2094;1311;1;321
;1;232;1312;1;2938;1312;1;332
;1;215;1313;1;3328;1313;1;332
;1;215;1314;1;2170;1314;1;333
;1;234;1315;1;2594;1315;1;321
;1;244;1316;1;2240;1316;1;321
;1;220;1317;1;2224;1317;1;321
;1;229;1318;1;3012;1318;1;321
;1;213;1319;1;2090;1319;1;321
;1;220;1320;1;1805;1320;1;333
;1;232;1321;1;2179;1321;1;333
;1;245;1322;1;2572;1322;1;332
;1;250;1323;1;1920;1323;1;243
;1;225;1324;1;1962;1324;1;333
;1;250;1325;1;1849;1325;1;213
;1;236;1326;1;2347;1326;1;333
;1;207;1327;1;2865;1327;1;333
;1;250;1328;1;1852;1328;1;411
;1;215;1329;1;2183;1329;1;333
;1;229;1330;1;2000;1330;1;333
;1;244;1331;1;2224;1331;1;333
;1;247;1332;1;2208;1332;1;333
;1;245;1333;1;2233;1333;1;333
;1;250;1334;1;1862;1334;1;243
;1;236;1335;1;2112;1335;1;333
;1;250;1336;1;1853;1336;1;411
;1;238;1337;1;2703;1337;1;321
;1;203;1338;1;2573;1338;1;332
;1;160;1339;1;3376;1339;1;332
;1;218;1340;1;1975;1340;1;333
;1;221;1341;1;2526;1341;1;321
;1;242;1342;1;3161;1342;1;321
;1;248;1343;1;2427;1343;1;333
;1;239;1344;1;3099;1344;1;333
;1;227;1345;1;2605;1345;1;333
;1;250;1346;1;1883;1346;1;212
;1;241;1347;1;2217;1347;1;332
;1;250;1348;1;1852;1348;1;411
;1;234;1349;1;3023;1349;1;332
;1;231;1350;1;2061;1350;1;333
;1;236;1351;1;1951;1351;1;324
;1;210;1352;1;2018;1352;1;333
;1;240;1353;1;2221;1353;1;333
;1;209;1354;1;2194;1354;1;333
;1;236;1355;1;2878;1355;1;333
;1;232;1356;1;2041;1356;1;333
;1;233;1357;1;2321;1357;1;333
;1;236;1358;1;2149;1358;1;332
;1;209;1359;1;2314;1359;1;333
;1;250;1360;1;1890;1360;1;212
;1;228;1361;1;2607;1361;1;332
;1;244;1362;1;2890;1362;1;332
;1;242;1363;1;2470;1363;1;321
;1;105;1364;1;3166;1364;1;332
;1;225;1365;1;1952;1365;1;333
;1;219;1366;1;2864;1366;1;321
;1;186;1367;1;2151;1367;1;333
;1;223;1368;1;2004;1368;1;332
;1;244;1369;1;2014;1369;1;333
;1;232;1370;1;2306;1370;1;333
;1;213;1371;1;2032;1371;1;333
;1;226;1372;1;3340;1372;1;321
;1;248;1373;1;2970;1373;1;321
;1;250;1374;1;1867;1374;1;243
;1;238;1375;1;2067;1375;1;333
;1;233;1376;1;1591;1376;1;321
;1;250;1377;1;1860;1377;1;243
;1;250;1378;1;1850;1378;1;212
;1;230;1379;1;2042;1379;1;333
;1;248;1380;1;2129;1380;1;321
;1;233;1381;1;2698;1381;1;321
;1;250;1382;1;1856;1382;1;212
;1;241;1383;1;1590;1383;1;324
;1;248;1384;1;2410;1384;1;332
;1;225;1385;1;2466;1385;1;332
;1;223;1386;1;3491;1386;1;332
;1;250;1387;1;1874;1387;1;212
;1;240;1388;1;2252;1388;1;321
;1;244;1389;1;2586;1389;1;321
;1;234;1390;1;2165;1390;1;333
;1;213;1391;1;2512;1391;1;332
;1;245;1392;1;1916;1392;1;243
;1;240;1393;1;2043;1393;1;321
;1;197;1394;1;2574;1394;1;332
;1;231;1395;1;2100;1395;1;321
;1;238;1396;1;1925;1396;1;212
;1;189;1397;1;3369;1397;1;332
;1;209;1398;1;2487;1398;1;332
;1;218;1399;1;2407;1399;1;333
;1;196;1400;1;2914;1400;1;332
;1;236;1401;1;2048;1401;1;333
;1;151;1402;1;2541;1402;1;333
;1;244;1403;1;1822;1403;1;333
;1;250;1404;1;1849;1404;1;411
;1;250;1405;1;1867;1405;1;243
;1;233;1406;1;2546;1406;1;321
;1;214;1407;1;3084;1407;1;333
;1;240;1408;1;2979;1408;1;321
;1;250;1409;1;1857;1409;1;212
;1;231;1410;1;2891;1410;1;333
;1;240;1411;1;2287;1411;1;333
;1;217;1412;1;2210;1412;1;321
;1;229;1413;1;2100;1413;1;333
;1;250;1414;1;1854;1414;1;243
;1;250;1415;1;1913;1415;1;212
;1;244;1416;1;2147;1416;1;333
;1;230;1417;1;2880;1417;1;332
;1;250;1418;1;1878;1418;1;212
;1;231;1419;1;2483;1419;1;332
;1;243;1420;1;2300;1420;1;333
;1;226;1421;1;2236;1421;1;333
;1;220;1422;1;1515;1422;1;311
;1;250;1423;1;1861;1423;1;243
;1;246;1424;1;1889;1424;1;333
;1;228;1425;1;2355;1425;1;321
;1;250;1426;1;1921;1426;1;212
;1;250;1427;1;1857;1427;1;212
;1;236;1428;1;2171;1428;1;333
;1;204;1429;1;1768;1429;1;321
;1;228;1430;1;2758;1430;1;332
;1;250;1431;1;1886;1431;1;212
;1;245;1432;1;2696;1432;1;321
;1;249;1433;1;2274;1433;1;333
;1;238;1434;1;2411;1434;1;321
;1;238;1435;1;2414;1435;1;333
;1;206;1436;1;3118;1436;1;333
;1;243;1437;1;2224;1437;1;332
;1;208;1438;1;2807;1438;1;321
;1;228;1439;1;1981;1439;1;321
;1;230;1440;1;2779;1440;1;332
;1;236;1441;1;2092;1441;1;321
;1;202;1442;1;2317;1442;1;332
;1;233;1443;1;2063;1443;1;333
;1;237;1444;1;2197;1444;1;333
;1;213;1445;1;2007;1445;1;333
;1;244;1446;1;2025;1446;1;333
;1;212;1447;1;2007;1447;1;333
;1;231;1448;1;2706;1448;1;333
;1;184;1449;1;2285;1449;1;332
;1;215;1450;1;3150;1450;1;332
;1;227;1451;1;2134;1451;1;321
;1;198;1452;1;3152;1452;1;321
;1;250;1453;1;1859;1453;1;411
;1;245;1454;1;1959;1454;1;243
;1;209;1455;1;2980;1455;1;332
;1;245;1456;1;2051;1456;1;333
;1;248;1457;1;1646;1457;1;324
;1;229;1458;1;3188;1458;1;332
;1;245;1459;1;3024;1459;1;321
;1;205;1460;1;3130;1460;1;333
;1;172;1461;1;3227;1461;1;332
;1;244;1462;1;1999;1462;1;333
;1;246;1463;1;2670;1463;1;332
;1;247;1464;1;2531;1464;1;333
;1;228;1465;1;2384;1465;1;333
;1;234;1466;1;2342;1466;1;321
;1;196;1467;1;2642;1467;1;332
;1;247;1468;1;1871;1468;1;333
;1;239;1469;1;2597;1469;1;321
;1;237;1470;1;2188;1470;1;333
;1;246;1471;1;2406;1471;1;333
;1;222;1472;1;2368;1472;1;321
;1;225;1473;1;1880;1473;1;324
;1;247;1474;1;2005;1474;1;332
;1;250;1475;1;1867;1475;1;243
;1;246;1476;1;2700;1476;1;321
;1;236;1477;1;3039;1477;1;321
;1;250;1478;1;1853;1478;1;212
;1;250;1479;1;1852;1479;1;212
;1;250;1480;1;1851;1480;1;212
;1;221;1481;1;2248;1481;1;321
;1;232;1482;1;2161;1482;1;333
;1;234;1483;1;3083;1483;1;332
;1;230;1484;1;2121;1484;1;333
;1;248;1485;1;1727;1485;1;324
;1;229;1486;1;2091;1486;1;332
;1;247;1487;1;2288;1487;1;333
;1;250;1488;1;1850;1488;1;211
